城市代码	城市	上级代码	简称	级别	区电话	邮编	拼音
422801	恩施市	422800	恩施	3	0718	445000	Enshi	
422802	利川市	422800	利川	3	0718	445400	Lichuan	
422822	建始县	422800	建始	3	0718	445300	Jianshi	
422823	巴东县	422800	巴东	3	0718	444300	Badong	
422825	宣恩县	422800	宣恩	3	0718	445500	Xuanen	
422826	咸丰县	422800	咸丰	3	0718	445600	Xianfeng	
422827	来凤县	422800	来凤	3	0718	445700	Laifeng	
422828	鹤峰县	422800	鹤峰	3	0718	445800	Hefeng	
429000	直辖县级	420000	 	2	
429004	仙桃市	429000	仙桃	3	0728	433000	Xiantao	
429005	潜江市	429000	潜江	3	0728	433100	Qianjiang	
429006	天门市	429000	天门	3	0728	431700	Tianmen	
429021	神农架林区	429000	神农架	3	0719	442400	Shennongjia	
430000	湖南省	100000	湖南	1		Hunan	
430100	长沙市	430000	长沙	2	0731	410005	Changsha	
430102	芙蓉区	430100	芙蓉	3	0731	410011	Furong	
430103	天心区	430100	天心	3	0731	410004	Tianxin	
430104	岳麓区	430100	岳麓	3	0731	410013	Yuelu	
430105	开福区	430100	开福	3	0731	410008	Kaifu	
430111	雨花区	430100	雨花	3	0731	410011	Yuhua	
430112	望城区	430100	望城	3	0731	410200	Wangcheng	
430121	长沙县	430100	长沙	3	0731	410100	Changsha	
430124	宁乡县	430100	宁乡	3	0731	410600	Ningxiang	
430181	浏阳市	430100	浏阳	3	0731	410300	Liuyang	
430200	株洲市	430000	株洲	2	0731	412000	Zhuzhou	
430202	荷塘区	430200	荷塘	3	0731	412000	Hetang	
430203	芦淞区	430200	芦淞	3	0731	412000	Lusong	
430204	石峰区	430200	石峰	3	0731	412005	Shifeng	
430211	天元区	430200	天元	3	0731	412007	Tianyuan	
430221	株洲县	430200	株洲	3	0731	412100	Zhuzhou	
430223	攸县	430200	攸县	3	0731	412300	Youxian	
430224	茶陵县	430200	茶陵	3	0731	412400	Chaling	
430225	炎陵县	430200	炎陵	3	0731	412500	Yanling	
430281	醴陵市	430200	醴陵	3	0731	412200	Liling	
430300	湘潭市	430000	湘潭	2	0731	411100	Xiangtan	
430302	雨湖区	430300	雨湖	3	0731	411100	Yuhu	
430304	岳塘区	430300	岳塘	3	0731	411101	Yuetang	
430321	湘潭县	430300	湘潭	3	0731	411228	Xiangtan	
430381	湘乡市	430300	湘乡	3	0731	411400	Xiangxiang	
430382	韶山市	430300	韶山	3	0731	411300	Shaoshan	
430400	衡阳市	430000	衡阳	2	0734	421001	Hengyang	
430405	珠晖区	430400	珠晖	3	0734	421002	Zhuhui	
430406	雁峰区	430400	雁峰	3	0734	421001	Yanfeng	
430407	石鼓区	430400	石鼓	3	0734	421005	Shigu	
430408	蒸湘区	430400	蒸湘	3	0734	421001	Zhengxiang	
430412	南岳区	430400	南岳	3	0734	421900	Nanyue	
430421	衡阳县	430400	衡阳	3	0734	421200	Hengyang	
430422	衡南县	430400	衡南	3	0734	421131	Hengnan	
430423	衡山县	430400	衡山	3	0734	421300	Hengshan	
430424	衡东县	430400	衡东	3	0734	421400	Hengdong	
430426	祁东县	430400	祁东	3	0734	421600	Qidong	
430481	耒阳市	430400	耒阳	3	0734	421800	Leiyang	
430482	常宁市	430400	常宁	3	0734	421500	Changning	
430500	邵阳市	430000	邵阳	2	0739	422000	Shaoyang	
430502	双清区	430500	双清	3	0739	422001	Shuangqing	
430503	大祥区	430500	大祥	3	0739	422000	Daxiang	
430511	北塔区	430500	北塔	3	0739	422007	Beita	
430521	邵东县	430500	邵东	3	0739	422800	Shaodong	
430522	新邵县	430500	新邵	3	0739	422900	Xinshao	
430523	邵阳县	430500	邵阳	3	0739	422100	Shaoyang	
430524	隆回县	430500	隆回	3	0739	422200	Longhui	
430525	洞口县	430500	洞口	3	0739	422300	Dongkou	
430527	绥宁县	430500	绥宁	3	0739	422600	Suining	
430528	新宁县	430500	新宁	3	0739	422700	Xinning	
430529	城步苗族自治县	430500	城步	3	0739	422500	Chengbu	
430581	武冈市	430500	武冈	3	0739	422400	Wugang	
430600	岳阳市	430000	岳阳	2	0730	414000	Yueyang	
430602	岳阳楼区	430600	岳阳楼	3	0730	414000	Yueyanglou	
430603	云溪区	430600	云溪	3	0730	414009	Yunxi	
430611	君山区	430600	君山	3	0730	414005	Junshan	
430621	岳阳县	430600	岳阳	3	0730	414100	Yueyang	
430623	华容县	430600	华容	3	0730	414200	Huarong	
430624	湘阴县	430600	湘阴	3	0730	414600	Xiangyin	
430626	平江县	430600	平江	3	0730	414500	Pingjiang	
430681	汨罗市	430600	汨罗	3	0730	414400	Miluo	
430682	临湘市	430600	临湘	3	0730	414300	Linxiang	
430700	常德市	430000	常德	2	0736	415000	Changde	
430702	武陵区	430700	武陵	3	0736	415000	Wuling	
430703	鼎城区	430700	鼎城	3	0736	415101	Dingcheng	
430721	安乡县	430700	安乡	3	0736	415600	Anxiang	
430722	汉寿县	430700	汉寿	3	0736	415900	Hanshou	
430723	澧县	430700	澧县	3	0736	415500	Lixian	
430724	临澧县	430700	临澧	3	0736	415200	Linli	
430725	桃源县	430700	桃源	3	0736	415700	Taoyuan	
430726	石门县	430700	石门	3	0736	415300	Shimen	
430781	津市市	430700	津市	3	0736	415400	Jinshi	
430800	张家界市	430000	张家界	2	0744	427000	Zhangjiajie	
430802	永定区	430800	永定	3	0744	427000	Yongding	
430811	武陵源区	430800	武陵源	3	0744	427400	Wulingyuan	
430821	慈利县	430800	慈利	3	0744	427200	Cili	
430822	桑植县	430800	桑植	3	0744	427100	Sangzhi	
430900	益阳市	430000	益阳	2	0737	413000	Yiyang	
430902	资阳区	430900	资阳	3	0737	413001	Ziyang	
430903	赫山区	430900	赫山	3	0737	413002	Heshan	
430921	南县	430900	南县	3	0737	413200	Nanxian	
430922	桃江县	430900	桃江	3	0737	413400	Taojiang	
430923	安化县	430900	安化	3	0737	413500	Anhua	
430981	沅江市	430900	沅江	3	0737	413100	Yuanjiang	
431000	郴州市	430000	郴州	2	0735	423000	Chenzhou	
431002	北湖区	431000	北湖	3	0735	423000	Beihu	
431003	苏仙区	431000	苏仙	3	0735	423000	Suxian	
431021	桂阳县	431000	桂阳	3	0735	424400	Guiyang	
431022	宜章县	431000	宜章	3	0735	424200	Yizhang	
431023	永兴县	431000	永兴	3	0735	423300	Yongxing	
431024	嘉禾县	431000	嘉禾	3	0735	424500	Jiahe	
431025	临武县	431000	临武	3	0735	424300	Linwu	
431026	汝城县	431000	汝城	3	0735	424100	Rucheng	
431027	桂东县	431000	桂东	3	0735	423500	Guidong	
431028	安仁县	431000	安仁	3	0735	423600	Anren	
431081	资兴市	431000	资兴	3	0735	423400	Zixing	
431100	永州市	430000	永州	2	0746	425000	Yongzhou	
431102	零陵区	431100	零陵	3	0746	425100	Lingling	
431103	冷水滩区	431100	冷水滩	3	0746	425100	Lengshuitan	
431121	祁阳县	431100	祁阳	3	0746	426100	Qiyang	
431122	东安县	431100	东安	3	0746	425900	Dong'an	
431123	双牌县	431100	双牌	3	0746	425200	Shuangpai	
431124	道县	431100	道县	3	0746	425300	Daoxian	
431125	江永县	431100	江永	3	0746	425400	Jiangyong	
431126	宁远县	431100	宁远	3	0746	425600	Ningyuan	
431127	蓝山县	431100	蓝山	3	0746	425800	Lanshan	
431128	新田县	431100	新田	3	0746	425700	Xintian	
431129	江华瑶族自治县	431100	江华	3	0746	425500	Jianghua	
431200	怀化市	430000	怀化	2	0745	418000	Huaihua	
431202	鹤城区	431200	鹤城	3	0745	418000	Hecheng	
431221	中方县	431200	中方	3	0745	418005	Zhongfang	
431222	沅陵县	431200	沅陵	3	0745	419600	Yuanling	
431223	辰溪县	431200	辰溪	3	0745	419500	Chenxi	
431224	溆浦县	431200	溆浦	3	0745	419300	Xupu	
431225	会同县	431200	会同	3	0745	418300	Huitong	
431226	麻阳苗族自治县	431200	麻阳	3	0745	419400	Mayang	
431227	新晃侗族自治县	431200	新晃	3	0745	419200	Xinhuang	
431228	芷江侗族自治县	431200	芷江	3	0745	419100	Zhijiang	
431229	靖州苗族侗族自治县	431200	靖州	3	0745	418400	Jingzhou	
431230	通道侗族自治县	431200	通道	3	0745	418500	Tongdao	
431281	洪江市	431200	洪江	3	0745	418100	Hongjiang	
431300	娄底市	430000	娄底	2	0738	417000	Loudi	
431302	娄星区	431300	娄星	3	0738	417000	Louxing	
431321	双峰县	431300	双峰	3	0738	417700	Shuangfeng	
431322	新化县	431300	新化	3	0738	417600	Xinhua	
431381	冷水江市	431300	冷水江	3	0738	417500	Lengshuijiang	
431382	涟源市	431300	涟源	3	0738	417100	Lianyuan	
433100	湘西土家族苗族自治州	430000	湘西	2	0743	416000	Xiangxi	
433101	吉首市	433100	吉首	3	0743	416000	Jishou	
433122	泸溪县	433100	泸溪	3	0743	416100	Luxi	
433123	凤凰县	433100	凤凰	3	0743	416200	Fenghuang	
433124	花垣县	433100	花垣	3	0743	416400	Huayuan	
433125	保靖县	433100	保靖	3	0743	416500	Baojing	
433126	古丈县	433100	古丈	3	0743	416300	Guzhang	
433127	永顺县	433100	永顺	3	0743	416700	Yongshun	
433130	龙山县	433100	龙山	3	0743	416800	Longshan	
440000	广东省	100000	广东	1		Guangdong	
440100	广州市	440000	广州	2	020	510032	Guangzhou	
440103	荔湾区	440100	荔湾	3	020	510170	Liwan	
440104	越秀区	440100	越秀	3	020	510030	Yuexiu	
440105	海珠区	440100	海珠	3	020	510300	Haizhu	
440106	天河区	440100	天河	3	020	510665	Tianhe	
440111	白云区	440100	白云	3	020	510405	Baiyun	
440112	黄埔区	440100	黄埔	3	020	510700	Huangpu	
440113	番禺区	440100	番禺	3	020	511400	Panyu	
440114	花都区	440100	花都	3	020	510800	Huadu	
440115	南沙区	440100	南沙	3	020	511458	Nansha	
440117	从化区	440100	从化	3	020	510900	Conghua	
440118	增城区	440100	增城	3	020	511300	Zengcheng	
440200	韶关市	440000	韶关	2	0751	512002	Shaoguan	
440203	武江区	440200	武江	3	0751	512026	Wujiang	
440204	浈江区	440200	浈江	3	0751	512023	Zhenjiang	
440205	曲江区	440200	曲江	3	0751	512101	Qujiang	
440222	始兴县	440200	始兴	3	0751	512500	Shixing	
440224	仁化县	440200	仁化	3	0751	512300	Renhua	
440229	翁源县	440200	翁源	3	0751	512600	Wengyuan	
440232	乳源瑶族自治县	440200	乳源	3	0751	512700	Ruyuan	
440233	新丰县	440200	新丰	3	0751	511100	Xinfeng	
440281	乐昌市	440200	乐昌	3	0751	512200	Lechang	
440282	南雄市	440200	南雄	3	0751	512400	Nanxiong	
440300	深圳市	440000	深圳	2	0755	518035	Shenzhen	
440303	罗湖区	440300	罗湖	3	0755	518021	Luohu	
440304	福田区	440300	福田	3	0755	518048	Futian	
440305	南山区	440300	南山	3	0755	518051	Nanshan	
440306	宝安区	440300	宝安	3	0755	518101	Bao'an	
440307	龙岗区	440300	龙岗	3	0755	518172	Longgang	
440308	盐田区	440300	盐田	3	0755	518081	Yantian	
440309	光明新区	440300	光明新区	3	0755	518100	Guangmingxinqu	
440310	坪山新区	440300	坪山新区	3	0755	518000	Pingshanxinqu	
440311	大鹏新区	440300	大鹏新区	3	0755	518000	Dapengxinqu	
440312	龙华新区	440300	龙华新区	3	0755	518100	Longhuaxinqu	
440400	珠海市	440000	珠海	2	0756	519000	Zhuhai	
440402	香洲区	440400	香洲	3	0756	519000	Xiangzhou	
440403	斗门区	440400	斗门	3	0756	519110	Doumen	
440404	金湾区	440400	金湾	3	0756	519040	Jinwan	
440500	汕头市	440000	汕头	2	0754	515041	Shantou	
440507	龙湖区	440500	龙湖	3	0754	515041	Longhu	
440511	金平区	440500	金平	3	0754	515041	Jinping	
440512	濠江区	440500	濠江	3	0754	515071	Haojiang	
440513	潮阳区	440500	潮阳	3	0754	515100	Chaoyang	
440514	潮南区	440500	潮南	3	0754	515144	Chaonan	
440515	澄海区	440500	澄海	3	0754	515800	Chenghai	
440523	南澳县	440500	南澳	3	0754	515900	Nanao	
440600	佛山市	440000	佛山	2	0757	528000	Foshan	
440604	禅城区	440600	禅城	3	0757	528000	Chancheng	
440605	南海区	440600	南海	3	0757	528251	Nanhai	
440606	顺德区	440600	顺德	3	0757	528300	Shunde	
440607	三水区	440600	三水	3	0757	528133	Sanshui	
440608	高明区	440600	高明	3	0757	528500	Gaoming	
440700	江门市	440000	江门	2	0750	529000	Jiangmen	
440703	蓬江区	440700	蓬江	3	0750	529000	Pengjiang	
440704	江海区	440700	江海	3	0750	529040	Jianghai	
440705	新会区	440700	新会	3	0750	529100	Xinhui	
440781	台山市	440700	台山	3	0750	529200	Taishan	
440783	开平市	440700	开平	3	0750	529337	Kaiping	
440784	鹤山市	440700	鹤山	3	0750	529700	Heshan	
440785	恩平市	440700	恩平	3	0750	529400	Enping	
440800	湛江市	440000	湛江	2	0759	524047	Zhanjiang	
440802	赤坎区	440800	赤坎	3	0759	524033	Chikan	
440803	霞山区	440800	霞山	3	0759	524011	Xiashan	
440804	坡头区	440800	坡头	3	0759	524057	Potou	
440811	麻章区	440800	麻章	3	0759	524094	Mazhang	
440823	遂溪县	440800	遂溪	3	0759	524300	Suixi	
440825	徐闻县	440800	徐闻	3	0759	524100	Xuwen	
440881	廉江市	440800	廉江	3	0759	524400	Lianjiang	
440882	雷州市	440800	雷州	3	0759	524200	Leizhou	
440883	吴川市	440800	吴川	3	0759	524500	Wuchuan	
440900	茂名市	440000	茂名	2	0668	525000	Maoming	
440902	茂南区	440900	茂南	3	0668	525000	Maonan	
440904	电白区	440900	电白	3	0668	525400	Dianbai	
440981	高州市	440900	高州	3	0668	525200	Gaozhou	
440982	化州市	440900	化州	3	0668	525100	Huazhou	
440983	信宜市	440900	信宜	3	0668	525300	Xinyi	
441200	肇庆市	440000	肇庆	2	0758	526040	Zhaoqing	
441202	端州区	441200	端州	3	0758	526060	Duanzhou	
441203	鼎湖区	441200	鼎湖	3	0758	526070	Dinghu	
441223	广宁县	441200	广宁	3	0758	526300	Guangning	
441224	怀集县	441200	怀集	3	0758	526400	Huaiji	
441225	封开县	441200	封开	3	0758	526500	Fengkai	
441226	德庆县	441200	德庆	3	0758	526600	Deqing	
441283	高要市	441200	高要	3	0758	526100	Gaoyao	
441284	四会市	441200	四会	3	0758	526200	Sihui	
441300	惠州市	440000	惠州	2	0752	516000	Huizhou	
441302	惠城区	441300	惠城	3	0752	516008	Huicheng	
441303	惠阳区	441300	惠阳	3	0752	516211	Huiyang	
441322	博罗县	441300	博罗	3	0752	516100	Boluo	
441323	惠东县	441300	惠东	3	0752	516300	Huidong	
441324	龙门县	441300	龙门	3	0752	516800	Longmen	
441400	梅州市	440000	梅州	2	0753	514021	Meizhou	
441402	梅江区	441400	梅江	3	0753	514000	Meijiang	
441403	梅县区	441400	梅县	3	0753	514787	Meixian	
441422	大埔县	441400	大埔	3	0753	514200	Dabu	
441423	丰顺县	441400	丰顺	3	0753	514300	Fengshun	
441424	五华县	441400	五华	3	0753	514400	Wuhua	
441426	平远县	441400	平远	3	0753	514600	Pingyuan	
441427	蕉岭县	441400	蕉岭	3	0753	514100	Jiaoling	
441481	兴宁市	441400	兴宁	3	0753	514500	Xingning	
441500	汕尾市	440000	汕尾	2	0660	516600	Shanwei	
441502	城区	441500	城区	3	0660	516600	Chengqu	
441521	海丰县	441500	海丰	3	0660	516400	Haifeng	
441523	陆河县	441500	陆河	3	0660	516700	Luhe	
441581	陆丰市	441500	陆丰	3	0660	516500	Lufeng	
441600	河源市	440000	河源	2	0762	517000	Heyuan	
441602	源城区	441600	源城	3	0762	517000	Yuancheng	
441621	紫金县	441600	紫金	3	0762	517400	Zijin	
441622	龙川县	441600	龙川	3	0762	517300	Longchuan	
441623	连平县	441600	连平	3	0762	517100	Lianping	
441624	和平县	441600	和平	3	0762	517200	Heping	
441625	东源县	441600	东源	3	0762	517583	Dongyuan	
441700	阳江市	440000	阳江	2	0662	529500	Yangjiang	
441702	江城区	441700	江城	3	0662	529500	Jiangcheng	
441704	阳东区	441700	阳东	3	0662	529900	Yangdong	
441721	阳西县	441700	阳西	3	0662	529800	Yangxi	
441781	阳春市	441700	阳春	3	0662	529600	Yangchun	
441800	清远市	440000	清远	2	0763	511500	Qingyuan	
441802	清城区	441800	清城	3	0763	511515	Qingcheng	
441803	清新区	441800	清新	3	0763	511810	Qingxin	
441821	佛冈县	441800	佛冈	3	0763	511600	Fogang	
441823	阳山县	441800	阳山	3	0763	513100	Yangshan	
441825	连山壮族瑶族自治县	441800	连山	3	0763	513200	Lianshan	
441826	连南瑶族自治县	441800	连南	3	0763	513300	Liannan	
441881	英德市	441800	英德	3	0763	513000	Yingde	
441882	连州市	441800	连州	3	0763	513400	Lianzhou	
441900	东莞市	440000	东莞	2	0769	523888	Dongguan	
441901	莞城区	441900	莞城	3	0769	523128	Guancheng	
441902	南城区	441900	南城	3	0769	523617	Nancheng	
441904	万江区	441900	万江	3	0769	523039	Wanjiang	
441905	石碣镇	441900	石碣	3	0769	523290	Shijie	
441906	石龙镇	441900	石龙	3	0769	523326	Shilong	
441907	茶山镇	441900	茶山	3	0769	523380	Chashan	
441908	石排镇	441900	石排	3	0769	523346	Shipai	
441909	企石镇	441900	企石	3	0769	523507	Qishi	
441910	横沥镇	441900	横沥	3	0769	523471	Hengli	
441911	桥头镇	441900	桥头	3	0769	523520	Qiaotou	
441912	谢岗镇	441900	谢岗	3	0769	523592	Xiegang	
441913	东坑镇	441900	东坑	3	0769	523451	Dongkeng	
441914	常平镇	441900	常平	3	0769	523560	Changping	
441915	寮步镇	441900	寮步	3	0769	523411	Liaobu	
441916	大朗镇	441900	大朗	3	0769	523770	Dalang	
441917	麻涌镇	441900	麻涌	3	0769	523143	Machong	
441918	中堂镇	441900	中堂	3	0769	523233	Zhongtang	
441919	高埗镇	441900	高埗	3	0769	523282	Gaobu	
441920	樟木头镇	441900	樟木头	3	0769	523619	Zhangmutou	
441921	大岭山镇	441900	大岭山	3	0769	523835	Dalingshan	
441922	望牛墩镇	441900	望牛墩	3	0769	523203	Wangniudun	
441923	黄江镇	441900	黄江	3	0769	523755	Huangjiang	
441924	洪梅镇	441900	洪梅	3	0769	523163	Hongmei	
441925	清溪镇	441900	清溪	3	0769	523660	Qingxi	
441926	沙田镇	441900	沙田	3	0769	523988	Shatian	
441927	道滘镇	441900	道滘	3	0769	523171	Daojiao	
441928	塘厦镇	441900	塘厦	3	0769	523713	Tangxia	
441929	虎门镇	441900	虎门	3	0769	523932	Humen	
441930	厚街镇	441900	厚街	3	0769	523960	Houjie	
441931	凤岗镇	441900	凤岗	3	0769	523690	Fenggang	
441932	长安镇	441900	长安	3	0769	523850	Chang'an	
442000	中山市	440000	中山	2	0760	528403	Zhongshan	
442001	石岐区	442000	石岐	3	0760	528400	Shiqi	
442004	南区	442000	南区	3	0760	528400	Nanqu	
442005	五桂山区	442000	五桂山	3	0760	528458	Wuguishan	
442006	火炬开发区	442000	火炬	3	0760	528437	Huoju	
442007	黄圃镇	442000	黄圃	3	0760	528429	Huangpu	
442008	南头镇	442000	南头	3	0760	528421	Nantou	
442009	东凤镇	442000	东凤	3	0760	528425	Dongfeng	
442010	阜沙镇	442000	阜沙	3	0760	528434	Fusha	
442011	小榄镇	442000	小榄	3	0760	528415	Xiaolan	
442012	东升镇	442000	东升	3	0760	528400	Dongsheng	
442013	古镇镇	442000	古镇	3	0760	528422	Guzhen	
442014	横栏镇	442000	横栏	3	0760	528478	Henglan	
442015	三角镇	442000	三角	3	0760	528422	Sanjiao	
442016	民众镇	442000	民众	3	0760	528441	Minzhong	
442017	南朗镇	442000	南朗	3	0760	528454	Nanlang	
442018	港口镇	442000	港口	3	0760	528447	Gangkou	
442019	大涌镇	442000	大涌	3	0760	528476	Dayong	
442020	沙溪镇	442000	沙溪	3	0760	528471	Shaxi	
442021	三乡镇	442000	三乡	3	0760	528463	Sanxiang	
442022	板芙镇	442000	板芙	3	0760	528459	Banfu	
442023	神湾镇	442000	神湾	3	0760	528462	Shenwan	
442024	坦洲镇	442000	坦洲	3	0760	528467	Tanzhou	
445100	潮州市	440000	潮州	2	0768	521000	Chaozhou	
445102	湘桥区	445100	湘桥	3	0768	521000	Xiangqiao	
445103	潮安区	445100	潮安	3	0768	515638	Chao'an	
445122	饶平县	445100	饶平	3	0768	515700	Raoping	
445200	揭阳市	440000	揭阳	2	0633	522000	Jieyang	
445202	榕城区	445200	榕城	3	0633	522000	Rongcheng	
445203	揭东区	445200	揭东	3	0633	515500	Jiedong	
445222	揭西县	445200	揭西	3	0633	515400	Jiexi	
445224	惠来县	445200	惠来	3	0633	515200	Huilai	
445281	普宁市	445200	普宁	3	0633	515300	Puning	
445300	云浮市	440000	云浮	2	0766	527300	Yunfu	
445302	云城区	445300	云城	3	0766	527300	Yuncheng	
445303	云安区	445300	云安	3	0766	527500	Yun'an	
445321	新兴县	445300	新兴	3	0766	527400	Xinxing	
445322	郁南县	445300	郁南	3	0766	527100	Yunan	
445381	罗定市	445300	罗定	3	0766	527200	Luoding	
450000	广西壮族自治区	100000	广西	1		Guangxi	
450100	南宁市	450000	南宁	2	0771	530028	Nanning	
450102	兴宁区	450100	兴宁	3	0771	530023	Xingning	
450103	青秀区	450100	青秀	3	0771	530213	Qingxiu	
450105	江南区	450100	江南	3	0771	530031	Jiangnan	
450107	西乡塘区	450100	西乡塘	3	0771	530001	Xixiangtang	
450108	良庆区	450100	良庆	3	0771	530219	Liangqing	
450109	邕宁区	450100	邕宁	3	0771	530200	Yongning	
450122	武鸣县	450100	武鸣	3	0771	530100	Wuming	
450123	隆安县	450100	隆安	3	0771	532700	Long'an	
450124	马山县	450100	马山	3	0771	530600	Mashan	
450125	上林县	450100	上林	3	0771	530500	Shanglin	
450126	宾阳县	450100	宾阳	3	0771	530400	Binyang	
450127	横县	450100	横县	3	0771	530300	Hengxian	
450128	埌东新区	450100	埌东	3	0771	530000	Langdong	
450200	柳州市	450000	柳州	2	0772	545001	Liuzhou	
450202	城中区	450200	城中	3	0772	545001	Chengzhong	
450203	鱼峰区	450200	鱼峰	3	0772	545005	Yufeng	
450204	柳南区	450200	柳南	3	0772	545007	Liunan	
450205	柳北区	450200	柳北	3	0772	545002	Liubei	
450221	柳江县	450200	柳江	3	0772	545100	Liujiang	
450222	柳城县	450200	柳城	3	0772	545200	Liucheng	
450223	鹿寨县	450200	鹿寨	3	0772	545600	Luzhai	
450224	融安县	450200	融安	3	0772	545400	Rong'an	
450225	融水苗族自治县	450200	融水	3	0772	545300	Rongshui	
450226	三江侗族自治县	450200	三江	3	0772	545500	Sanjiang	
450227	柳东新区	450200	柳东	3	0772	545000	Liudong	
450300	桂林市	450000	桂林	2	0773	541100	Guilin	
450302	秀峰区	450300	秀峰	3	0773	541001	Xiufeng	
450303	叠彩区	450300	叠彩	3	0773	541001	Diecai	
450304	象山区	450300	象山	3	0773	541002	Xiangshan	
450305	七星区	450300	七星	3	0773	541004	Qixing	
450311	雁山区	450300	雁山	3	0773	541006	Yanshan	
450312	临桂区	450300	临桂	3	0773	541100	Lingui	
450321	阳朔县	450300	阳朔	3	0773	541900	Yangshuo	
450323	灵川县	450300	灵川	3	0773	541200	Lingchuan	
450324	全州县	450300	全州	3	0773	541503	Quanzhou	
450325	兴安县	450300	兴安	3	0773	541300	Xing'an	
450326	永福县	450300	永福	3	0773	541800	Yongfu	
450327	灌阳县	450300	灌阳	3	0773	541600	Guanyang	
450328	龙胜各族自治县	450300	龙胜	3	0773	541700	Longsheng	
450329	资源县	450300	资源	3	0773	541400	Ziyuan	
450330	平乐县	450300	平乐	3	0773	542400	Pingle	
450331	荔浦县	450300	荔浦	3	0773	546600	Lipu	
450332	恭城瑶族自治县	450300	恭城	3	0773	542500	Gongcheng	
450400	梧州市	450000	梧州	2	0774	543002	Wuzhou	
450403	万秀区	450400	万秀	3	0774	543000	Wanxiu	
450405	长洲区	450400	长洲	3	0774	543003	Changzhou	
450406	龙圩区	450400	龙圩	3	0774	543002	Longxu	
450421	苍梧县	450400	苍梧	3	0774	543100	Cangwu	
450422	藤县	450400	藤县	3	0774	543300	Tengxian	
450423	蒙山县	450400	蒙山	3	0774	546700	Mengshan	
450481	岑溪市	450400	岑溪	3	0774	543200	Cenxi	
450500	北海市	450000	北海	2	0779	536000	Beihai	
450502	海城区	450500	海城	3	0779	536000	Haicheng	
450503	银海区	450500	银海	3	0779	536000	Yinhai	
450512	铁山港区	450500	铁山港	3	0779	536017	Tieshangang	
450521	合浦县	450500	合浦	3	0779	536100	Hepu	
450600	防城港市	450000	防城港	2	0770	538001	Fangchenggang	
450602	港口区	450600	港口	3	0770	538001	Gangkou	
450603	防城区	450600	防城	3	0770	538021	Fangcheng	
450621	上思县	450600	上思	3	0770	535500	Shangsi	
450681	东兴市	450600	东兴	3	0770	538100	Dongxing	
450700	钦州市	450000	钦州	2	0777	535099	Qinzhou	
450702	钦南区	450700	钦南	3	0777	535099	Qinnan	
450703	钦北区	450700	钦北	3	0777	535099	Qinbei	
450721	灵山县	450700	灵山	3	0777	535099	Lingshan	
450722	浦北县	450700	浦北	3	0777	535099	Pubei	
450800	贵港市	450000	贵港	2	0775	537100	Guigang	
450802	港北区	450800	港北	3	0775	537100	Gangbei	
450803	港南区	450800	港南	3	0775	537100	Gangnan	
450804	覃塘区	450800	覃塘	3	0775	537121	Qintang	
450821	平南县	450800	平南	3	0775	537300	Pingnan	
450881	桂平市	450800	桂平	3	0775	537200	Guiping	
450900	玉林市	450000	玉林	2	0775	537000	Yulin	
450902	玉州区	450900	玉州	3	0775	537000	Yuzhou	
450903	福绵区	450900	福绵	3	0775	537023	Fumian	
450904	玉东新区	450900	玉东	3	0775	537000	Yudong	
450921	容县	450900	容县	3	0775	537500	Rongxian	
450922	陆川县	450900	陆川	3	0775	537700	Luchuan	
450923	博白县	450900	博白	3	0775	537600	Bobai	
450924	兴业县	450900	兴业	3	0775	537800	Xingye	
450981	北流市	450900	北流	3	0775	537400	Beiliu	
451000	百色市	450000	百色	2	0776	533000	Baise	
451002	右江区	451000	右江	3	0776	533000	Youjiang	
451021	田阳县	451000	田阳	3	0776	533600	Tianyang	
451022	田东县	451000	田东	3	0776	531500	Tiandong	
451023	平果县	451000	平果	3	0776	531400	Pingguo	
451024	德保县	451000	德保	3	0776	533700	Debao	
451025	靖西县	451000	靖西	3	0776	533800	Jingxi	
451026	那坡县	451000	那坡	3	0776	533900	Napo	
451027	凌云县	451000	凌云	3	0776	533100	Lingyun	
451028	乐业县	451000	乐业	3	0776	533200	Leye	
451029	田林县	451000	田林	3	0776	533300	Tianlin	
451030	西林县	451000	西林	3	0776	533500	Xilin	
451031	隆林各族自治县	451000	隆林	3	0776	533400	Longlin	
451100	贺州市	450000	贺州	2	0774	542800	Hezhou	
451102	八步区	451100	八步	3	0774	542800	Babu	
451121	昭平县	451100	昭平	3	0774	546800	Zhaoping	
451122	钟山县	451100	钟山	3	0774	542600	Zhongshan	
451123	富川瑶族自治县	451100	富川	3	0774	542700	Fuchuan	
451124	平桂管理区	451100	平桂	3	0774	542800	Pingui	
451200	河池市	450000	河池	2	0778	547000	Hechi	
451202	金城江区	451200	金城江	3	0779	547000	Jinchengjiang	
451221	南丹县	451200	南丹	3	0781	547200	Nandan	
451222	天峨县	451200	天峨	3	0782	547300	Tiane	
451223	凤山县	451200	凤山	3	0783	547600	Fengshan	
451224	东兰县	451200	东兰	3	0784	547400	Donglan	
451225	罗城仫佬族自治县	451200	罗城	3	0785	546400	Luocheng	
451226	环江毛南族自治县	451200	环江	3	0786	547100	Huanjiang	
451227	巴马瑶族自治县	451200	巴马	3	0787	547500	Bama	
451228	都安瑶族自治县	451200	都安	3	0788	530700	Du'an	
451229	大化瑶族自治县	451200	大化	3	0789	530800	Dahua	
451281	宜州市	451200	宜州	3	0780	546300	Yizhou	
